lead_id,true_segment,agent_first_name,metro_tier,years_licensed,deals_last_12m,team_role,has_youtube,yt_subscribers,videos_last_90d,ig_posts_per_month,lead_source,deals_bucket,bio,true_p0,true_p1,true_call_uplift,true_reply_p_tmpl0,true_reply_p_tmpl1,true_reply_p_tmpl2
L61817000191,persuadable_growth,Nina,tier2,13,7,solo,False,0,0,12,webinar,mid,Realtor based in a mid-size metro.,0.04023633272194471,0.2257588008352204,0.1855224681132757,0.09315546823673879,0.039113142997791756,0.06457858659429722
L61817000192,persuadable_growth,Yolanda,tier3,25,19,solo,False,0,0,17,cold_list,high,"Based in a smaller market, Yolanda has 25 years of experience. Posts on Instagram regularly. Added from an outreach list.",0.02886930156829183,0.15797020020386388,0.12910089863557206,0.07517271883574364,0.12532538365553242,0.04485465561109644
L61817000193,persuadable_growth,Priya,tier1,23,12,team_member,False,0,0,18,cold_list,mid,"Priya has been licensed for 23 years, working in a major metro. Closed 12 deals in the last 12 months. Keeps up an active social media presence. Added from an outreach list.",0.03552621389666899,0.10609217392615211,0.07056596002948312,0.09835518931761524,0.09033444829322976,0.10382419444163865
L61817000194,lost_cause_parttime,Nina,tier2,14,1,solo,False,0,0,2,webinar,low,"Nina has been licensed for 14 years, working in a mid-size metro. Closed 1 deals in the last 12 months. Attended one of our marketing webinars.",0.019290904999167042,0.06391160229928508,0.04462069730011804,0.10889638554113136,0.11216056274817546,0.08193109444118803
L61817000195,ambiguous_team_member,Daniel,tier3,22,3,team_member,False,0,0,6,cold_list,low,Daniel is a licensed agent in a smaller market with 22 years in the business. Closed 3 deals in the last 12 months.,0.035615015012588555,0.09386894165146868,0.05825392663888013,0.11323243602080654,0.07979960619429949,0.07242330219638177
L61817000196,ambiguous_team_member,Carlos,tier2,4,17,team_member,False,0,0,10,webinar,high,"Based in a mid-size metro, Carlos has 4 years of experience. Closed 17 deals in the last 12 months.",0.047342315225185456,0.13609660427441417,0.08875428904922872,0.09413902999739987,0.1214467012024941,0.08582996195724267
L61817000197,lost_cause_parttime,Maria,tier3,1,1,solo,False,0,0,3,webinar,low,Realtor based in a smaller market.,0.022606866574244138,0.06596893604902115,0.04336206947477701,0.08174336207673269,0.08329850783567663,0.0665824079882306
L61817000198,ambiguous_team_member,Carlos,tier1,21,6,team_member,False,0,0,8,cold_list,mid,"Carlos has been licensed for 21 years, working in a major metro. Closed 6 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Posts on Instagram regularly.",0.05764490512160834,0.15497390839047526,0.09732900326886693,0.14616022178011767,0.0669814112907117,0.07916508352545537
L61817000199,ambiguous_team_member,Daniel,tier3,17,13,team_member,False,0,0,6,webinar,mid,Daniel is a licensed agent in a smaller market with 17 years in the business. Signed up after a webinar.,0.05182992886114537,0.1150229604521347,0.06319303159098932,0.09264588228042664,0.10182740707603538,0.06496503879044996
L61817000200,lost_cause_parttime,Marcus,tier2,24,2,solo,False,0,0,3,cold_list,low,Marcus is a licensed agent in a mid-size metro with 24 years in the business.,0.02135840183286203,0.011666835119195956,-0.009691566713666073,0.1087262137101617,0.09027501003220298,0.055249161127047315
L61817000201,do_not_disturb_media_team,Daniel,tier2,20,16,team_lead,True,26732,24,25,cold_list,high,"Based in a mid-size metro, Daniel has 20 years of experience. Closed 16 deals in the last 12 months. Keeps up an active social media presence.",0.12557265831897538,0.06676672895980809,-0.058805929359167286,0.1106223553788219,0.07209903810253285,0.14359911878589562
L61817000202,lost_cause_parttime,Kevin,tier1,6,1,solo,False,0,0,3,cold_list,low,"Kevin has been licensed for 6 years, working in a major metro. Closed 1 deals in the last 12 months.",0.015967286695978362,0.005,-0.010967286695978361,0.10772081150252394,0.09480151160279494,0.08147982977835008
L61817000203,persuadable_growth,Carlos,tier3,3,19,solo,False,0,0,11,webinar,high,"Based in a smaller market, Carlos has 3 years of experience. Closed 19 deals in the last 12 months.",0.031039907537894422,0.23546909462625162,0.2044291870883572,0.10357821268917586,0.12188488250381231,0.07959030343899309
L61817000204,lost_cause_parttime,Michael,tier2,13,0,solo,False,0,0,2,cold_list,low,"Michael has been licensed for 13 years, working in a mid-size metro. Closed 0 deals in the last 12 months. Recently asked about getting started with video for listings.",0.024482432823312132,0.048374495023994574,0.02389206220068244,0.12273406247332676,0.06291594296771086,0.09369750147749217
L61817000205,ambiguous_team_member,Maria,tier2,9,17,team_member,False,0,0,6,cold_list,high,Maria is a realtor in a mid-size metro.,0.031357989161912105,0.0778863984321713,0.04652840927025919,0.06741552925187516,0.11299788763977062,0.04200383876965041
L61817000206,ambiguous_team_member,Sofia,tier1,4,13,team_member,False,0,0,11,cold_list,mid,"Sofia has been licensed for 4 years, working in a major metro. Closed 13 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Shares listings and updates on social media often. Added from an outreach list.",0.03171485401095252,0.07669193459133342,0.0449770805803809,0.08868565020448951,0.05878191120527495,0.1190229022703446
L61817000207,persuadable_growth,James,tier1,1,17,solo,False,0,0,11,cold_list,high,"James has been licensed for 1 years, working in a major metro.",0.030335289968918638,0.19577290459985908,0.16543761463094045,0.15074189612793815,0.12363009588431312,0.04940474311884348
L61817000208,persuadable_growth,Yolanda,tier1,6,9,team_member,False,0,0,6,webinar,mid,"Based in a major metro, Yolanda has 6 years of experience. Closed 9 deals in the last 12 months.",0.028669330669867852,0.22214583646456573,0.19347650579469788,0.06402560332137722,0.08050024097642527,0.08290976513800659
L61817000209,hidden_gem_sparse_bio,Aisha,tier3,6,7,team_member,False,0,0,10,cold_list,mid,Realtor based in a smaller market.,0.024421731589381372,0.20613775100677245,0.18171601941739107,0.0921505704075692,0.11781654241645137,0.10003357211196842
L61817000210,ambiguous_team_member,Andre,tier3,12,8,team_member,False,0,0,5,webinar,mid,"Andre has been licensed for 12 years, working in a smaller market. Closed 8 deals in the last 12 months.",0.03158243914685193,0.030605830123386378,-0.0009766090234655522,0.1130801935028898,0.06739146327157404,0.051227991108592295
L61817000211,sure_thing_inbound,Carlos,tier1,14,11,team_member,False,0,0,4,inbound_form,mid,"Carlos has been licensed for 14 years, working in a major metro. Closed 11 deals in the last 12 months. Filled out our contact form.",0.3475563222292333,0.33592265132557136,-0.011633670903661963,0.09741141653406407,0.07826547491625976,0.07394451770210762
L61817000212,ambiguous_team_member,Linda,tier2,2,15,team_member,False,0,0,10,cold_list,high,Linda is a licensed agent with 2 years in the business.,0.047698566705221164,0.13525244391828217,0.08755387721306102,0.094390176435686,0.08315626790627359,0.09318077814276796
L61817000213,do_not_disturb_media_team,Carlos,tier2,23,31,team_lead,True,28768,21,28,cold_list,high,"Based in a mid-size metro, Carlos has 23 years of experience. Closed 31 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.0826863388161511,0.005,-0.0776863388161511,0.13600406392419556,0.09089955692024422,0.10892119164680335
L61817000214,persuadable_growth,Chen,tier1,13,13,solo,False,0,0,8,webinar,mid,Chen is a licensed agent in a major metro with 13 years in the business. Closed 13 deals in the last 12 months. Mentioned wanting help building out a YouTube presence.,0.03043293005411958,0.2313608787773917,0.20092794872327213,0.10519200539519602,0.11704251055749408,0.07413446844422139
L61817000215,lost_cause_parttime,Daniel,tier3,19,2,solo,False,0,0,0,cold_list,low,"Daniel has been licensed for 19 years, working in a smaller market. Closed 2 deals in the last 12 months. Sourced from a purchased contact list.",0.021274405573305413,0.07374335877221867,0.05246895319891326,0.13970163610524952,0.08622808357376231,0.062129655218355964
L61817000216,do_not_disturb_media_team,Michael,tier3,17,25,team_lead,True,7387,10,14,webinar,high,"Based in a smaller market, Michael has 17 years of experience. Posts on Instagram regularly.",0.062222977062027444,0.081550677564519,0.01932770050249156,0.09562759617771556,0.04242038382420303,0.15782021941165994
L61817000217,lost_cause_parttime,Michael,tier3,11,1,solo,False,0,0,2,cold_list,low,Michael is a realtor in a smaller market.,0.016030662952788117,0.046505137505812116,0.030474474553024,0.11486465808799193,0.08457415884842318,0.06847768427592749
L61817000218,sure_thing_inbound,Linda,tier2,24,4,solo,True,190,3,2,inbound_form,low,"Based in a mid-size metro, Linda has 24 years of experience. Keeps up an active social media presence. Filled out our contact form.",0.3062430358029913,0.26319430847354436,-0.04304872732944692,0.11715303568363052,0.0492128303640973,0.07824486302191977
L61817000219,do_not_disturb_media_team,Daniel,tier1,25,24,team_lead,True,3661,18,29,cold_list,high,Realtor based in a major metro.,0.10097167414449158,0.10194445447485817,0.0009727803303665877,0.10141751858316489,0.056815671223224576,0.13251366112589846
L61817000220,hidden_gem_sparse_bio,Nina,tier2,5,18,solo,False,0,0,6,webinar,high,"Based in a mid-size metro, Nina has 5 years of experience. Closed 18 deals in the last 12 months. Attended one of our marketing webinars.",0.025102864986649612,0.15914327640267334,0.13404041141602374,0.09507290762646788,0.12976105084655237,0.08479661867319027
L61817000221,persuadable_growth,Sofia,tier1,4,10,solo,False,0,0,6,cold_list,mid,"Sofia has been licensed for 4 years, working in a major metro. Closed 10 deals in the last 12 months. Posts on Instagram regularly.",0.025698547063198834,0.17363795501419815,0.14793940795099933,0.08092038301596505,0.07487159710379199,0.0706851052775009
L61817000222,lost_cause_parttime,James,tier2,8,1,solo,False,0,0,1,cold_list,low,James is a licensed agent in a mid-size metro with 8 years in the business. Closed 1 deals in the last 12 months.,0.016651947324918107,0.07516515552327478,0.058513208198356675,0.07186055562860717,0.060539135852071935,0.11224702382322284
L61817000223,hidden_gem_sparse_bio,Robert,tier1,13,19,team_member,False,0,0,13,cold_list,high,"Based in a major metro, Robert has 13 years of experience. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.02909977774312385,0.25948661154465513,0.23038683380153127,0.08084849075776321,0.12333143692148996,0.0558712923771041
L61817000224,ambiguous_team_member,Tom,tier1,20,7,team_member,False,0,0,10,cold_list,mid,"Tom has been licensed for 20 years, working in a major metro. Mentioned wanting help building out a YouTube presence.",0.0589549130684814,0.15694790240964618,0.09799298934116478,0.08786886978973886,0.08704761615183992,0.10022064528604971
L61817000225,lost_cause_parttime,Nina,tier1,20,3,solo,False,0,0,1,cold_list,low,"Based in a major metro, Nina has 20 years of experience. Closed 3 deals in the last 12 months.",0.011050398020487047,0.0403112101232802,0.029260812102793153,0.0846277987668228,0.08774804659319001,0.0730290028958081
L61817000226,hidden_gem_sparse_bio,Yolanda,tier2,25,15,team_member,False,0,0,11,cold_list,high,Yolanda is a realtor in a mid-size metro.,0.025519116813996504,0.29211240391712584,0.26659328710312935,0.09575752128709741,0.1081900132159977,0.10971536789508786
L61817000227,do_not_disturb_media_team,Linda,tier3,4,38,team_lead,True,10304,23,24,cold_list,high,"Linda has been licensed for 4 years, working in a smaller market. Closed 38 deals in the last 12 months. Shares listings and updates on social media often.",0.0842066053881555,0.07507342150422382,-0.009133183883931681,0.0940428755056176,0.07201421358269046,0.15048843628302067
L61817000228,hidden_gem_sparse_bio,Daniel,tier1,12,8,team_member,False,0,0,7,cold_list,mid,Daniel is a realtor in a major metro.,0.03124740573408715,0.09169428796724247,0.060446882233155315,0.12060107691104288,0.07418467646229876,0.057724393721544115
L61817000229,ambiguous_team_member,Grace,tier3,23,17,team_member,False,0,0,9,cold_list,high,Grace is a licensed agent with 23 years in the business.,0.04368030153730838,0.1512218389122323,0.1075415373749239,0.10836236062472715,0.1055575479419771,0.0637529653465283
L61817000230,hidden_gem_sparse_bio,Marcus,tier2,22,14,team_member,False,0,0,16,cold_list,mid,Marcus is a realtor in a mid-size metro.,0.028362367402550995,0.10723126985317748,0.07886890245062649,0.11710863209905106,0.07676379026078517,0.07952103536005675
L61817000231,hidden_gem_sparse_bio,Fatima,tier3,6,5,team_member,False,0,0,6,cold_list,mid,"Fatima has been licensed for 6 years, working in a smaller market. Closed 5 deals in the last 12 months. Mentioned wanting help building out a YouTube presence.",0.0283398041574774,0.1195525014542851,0.0912126972968077,0.048520419498660886,0.12031191824090916,0.0884057048844972
L61817000232,lost_cause_parttime,Tom,tier3,13,2,solo,False,0,0,2,cold_list,low,Tom is a licensed agent in a smaller market with 13 years in the business.,0.01458594188588523,0.005,-0.00958594188588523,0.09466010604040118,0.1190448490691672,0.12824523712542296
L61817000233,hidden_gem_sparse_bio,Carlos,tier3,18,8,solo,False,0,0,8,cold_list,mid,"Based in a smaller market, Carlos has 18 years of experience. Keeps up an active social media presence. Added from an outreach list.",0.029866820290105248,0.11005554427010165,0.0801887239799964,0.11339628269194274,0.08602365572012512,0.10305717937387852
L61817000234,sure_thing_inbound,Julia,tier3,16,14,team_member,False,0,0,12,inbound_form,mid,Julia is a licensed agent in a smaller market with 16 years in the business. Closed 14 deals in the last 12 months. Mentioned wanting help building out a YouTube presence.,0.3452365590852048,0.32010157825943475,-0.025134980825770037,0.12742009321630224,0.04965663586074253,0.06325586542894623
L61817000235,ambiguous_team_member,Emily,tier3,24,9,team_member,False,0,0,10,webinar,mid,"Based in a smaller market, Emily has 24 years of experience. Closed 9 deals in the last 12 months.",0.04429593940112457,0.12744755776211886,0.08315161836099429,0.06646081506682007,0.08402671835216438,0.10771855687825735
L61817000236,ambiguous_team_member,David,tier1,21,6,team_member,False,0,0,8,cold_list,mid,David is a licensed agent in a major metro with 21 years in the business. Closed 6 deals in the last 12 months.,0.08759391507712,0.07470896907034802,-0.01288494600677198,0.0839428808697687,0.08322084059195758,0.06420565491057573
L61817000237,lost_cause_parttime,David,tier2,17,3,solo,False,0,0,2,cold_list,low,David is a licensed agent with 17 years in the business.,0.022196587822613464,0.017082782685771805,-0.005113805136841659,0.0727378797314536,0.031139090388717726,0.08821268118127147
L61817000238,lost_cause_parttime,Maria,tier2,9,2,solo,False,0,0,3,cold_list,low,Maria is a realtor in a mid-size metro.,0.01776787710080873,0.05315625605741809,0.03538837895660936,0.1084930938229659,0.09400052777321054,0.07969093072749267
L61817000239,sure_thing_inbound,Linda,tier2,24,15,solo,True,423,3,10,inbound_form,high,Linda is a licensed agent in a mid-size metro with 24 years in the business. Closed 15 deals in the last 12 months. Recently asked about getting started with video for listings. Shares listings and updates on social media often.,0.2810863099311803,0.2996151118119923,0.018528801880812018,0.11847828875119097,0.07900883094589184,0.10814339084830708
L61817000240,persuadable_growth,Yolanda,tier1,23,7,team_member,False,0,0,17,webinar,mid,"Yolanda has been licensed for 23 years, working in a major metro. Closed 7 deals in the last 12 months. Posts on Instagram regularly.",0.02728304911432329,0.16069748061942657,0.1334144315051033,0.10155093116507692,0.05592636584358472,0.06626490681276824
L61817000241,lost_cause_parttime,Brian,tier2,4,1,solo,False,0,0,3,cold_list,low,Brian is a licensed agent in a mid-size metro with 4 years in the business. Closed 1 deals in the last 12 months.,0.014136288969423825,0.09928157217186505,0.08514528320244122,0.10606169126726994,0.07756129118874085,0.012693007736852904
L61817000242,ambiguous_team_member,Nina,tier2,9,16,team_member,False,0,0,9,cold_list,high,"Based in a mid-size metro, Nina has 9 years of experience. Closed 16 deals in the last 12 months. Sourced from a purchased contact list.",0.04096408147618924,0.15146203522603757,0.11049795374984833,0.11098885878086455,0.10210060205736736,0.07245320835624498
L61817000243,persuadable_growth,Michael,tier3,20,5,solo,False,0,0,18,cold_list,mid,Michael is a licensed agent in a smaller market with 20 years in the business. Posts on Instagram regularly. Sourced from a purchased contact list.,0.03575315800951794,0.21844249463004023,0.18268933662052228,0.0885506401599678,0.0801702452624659,0.05353641557810481
L61817000244,lost_cause_parttime,Priya,tier3,6,2,solo,False,0,0,2,cold_list,low,Realtor based in a smaller market.,0.018657036593987708,0.015811173357960794,-0.002845863236026914,0.09358776784133001,0.061460461070403996,0.06026778673241549
L61817000245,hidden_gem_sparse_bio,Maria,tier1,25,16,solo,False,0,0,15,cold_list,high,Maria is a licensed agent with 25 years in the business.,0.03341114645007336,0.13045031944066265,0.09703917299058928,0.07985447566266513,0.1200921447406128,0.08236320715937373
L61817000246,ambiguous_team_member,Robert,tier2,24,7,team_member,False,0,0,6,cold_list,mid,"Robert has been licensed for 24 years, working in a mid-size metro. Posts on Instagram regularly.",0.033773460032474514,0.00834372610757761,-0.025429733924896905,0.07831418230235469,0.07631477052938496,0.0838574572745207
L61817000247,ambiguous_team_member,Yolanda,tier1,19,4,team_member,False,0,0,7,cold_list,low,"Yolanda has been licensed for 19 years, working in a major metro. Closed 4 deals in the last 12 months. Added from an outreach list.",0.04735795574242823,0.12187661227183061,0.07451865652940237,0.09408253887990599,0.11972177789600744,0.05778973179008838
L61817000248,persuadable_growth,Julia,tier3,13,9,team_member,False,0,0,12,cold_list,mid,"Julia has been licensed for 13 years, working in a smaller market. Closed 9 deals in the last 12 months. Added from an outreach list.",0.051009806625807945,0.18808720937724388,0.13707740275143593,0.08080953734596316,0.07187133512044404,0.09117695656936581
L61817000249,hidden_gem_sparse_bio,Maria,tier2,1,19,solo,False,0,0,17,webinar,high,"Based in a mid-size metro, Maria has 1 years of experience. Closed 19 deals in the last 12 months. Mentioned wanting help building out a YouTube presence. Shares listings and updates on social media often.",0.028494644421353493,0.16794356995302775,0.13944892553167426,0.1423300709001664,0.12083205554195206,0.08323915286546274
L61817000250,lost_cause_parttime,Michael,tier1,20,0,solo,False,0,0,3,cold_list,low,Michael is a licensed agent in a major metro with 20 years in the business.,0.02744909107376578,0.03712011384310125,0.009671022769335472,0.09483044843757732,0.07456080960194605,0.08064333406622125
L61817000251,ambiguous_team_member,Carlos,tier1,19,14,team_member,False,0,0,6,webinar,mid,Realtor based in a major metro.,0.05177079964243783,0.15519899292364975,0.10342819328121192,0.10025739822104728,0.12334907448175898,0.058715487463113135
L61817000252,ambiguous_team_member,Maria,tier2,22,12,team_member,False,0,0,8,webinar,mid,Maria is a licensed agent in a mid-size metro with 22 years in the business. Closed 12 deals in the last 12 months. Keeps up an active social media presence.,0.052817324685395385,0.10048933531579565,0.04767201063040027,0.0947688296258497,0.0855338956768914,0.0693537252252738
L61817000253,lost_cause_parttime,Aisha,tier2,5,3,solo,False,0,0,1,cold_list,low,Realtor based in a mid-size metro.,0.013089911393396061,0.12589146359748493,0.11280155220408887,0.09898071873941405,0.10669329909138965,0.0989525717919249
L61817000254,persuadable_growth,Kevin,tier1,15,16,solo,False,0,0,11,cold_list,high,Kevin is a realtor in a major metro.,0.021116889548718595,0.18057173388844905,0.15945484433973045,0.10877218518644569,0.11163949934012701,0.09782446139727681
L61817000255,persuadable_growth,Tom,tier3,7,14,solo,False,0,0,16,webinar,mid,"Tom has been licensed for 7 years, working in a smaller market. Closed 14 deals in the last 12 months. Keeps up an active social media presence. Signed up after a webinar.",0.0247721931376964,0.14037601966146604,0.11560382652376963,0.14148119356209607,0.08868065545292504,0.0958303337549273
L61817000256,do_not_disturb_media_team,Robert,tier2,20,27,team_lead,True,3562,14,13,cold_list,high,"Based in a mid-size metro, Robert has 20 years of experience. Closed 27 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule. Added from an outreach list.",0.09462308005386978,0.10069536223906621,0.006072282185196426,0.07806529704841063,0.07649296766495187,0.15050223199691237
L61817000257,lost_cause_parttime,Andre,tier2,3,1,solo,False,0,0,2,cold_list,low,"Andre has been licensed for 3 years, working in a mid-size metro. Closed 1 deals in the last 12 months. Sourced from a purchased contact list.",0.01804664458762995,0.0461303243232415,0.028083679735611555,0.10787594059702084,0.09573590698182133,0.07210384870229265
L61817000258,persuadable_growth,Aisha,tier3,15,19,solo,False,0,0,18,webinar,high,"Aisha has been licensed for 15 years, working in a smaller market. Closed 19 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Keeps up an active social media presence.",0.03054766689234663,0.15297848878883005,0.12243082189648342,0.10801672909382502,0.13513967823783504,0.06236595181713877
L61817000259,lost_cause_parttime,Nina,tier3,19,0,solo,False,0,0,2,cold_list,low,Nina is a licensed agent with 19 years in the business.,0.02825156514166048,0.10723623114864599,0.0789846660069855,0.09513942160431367,0.07213989465919506,0.08565987712821169
L61817000260,sure_thing_inbound,Carlos,tier1,19,6,solo,False,0,0,10,inbound_form,mid,"Based in a major metro, Carlos has 19 years of experience. Filled out our contact form.",0.4769786508165305,0.41271515395908964,-0.06426349685744087,0.05523678135463342,0.07392274860904696,0.08347649699809818
L61817000261,hidden_gem_sparse_bio,Carlos,tier3,6,6,team_member,False,0,0,8,cold_list,mid,Carlos is a licensed agent in a smaller market with 6 years in the business. Closed 6 deals in the last 12 months.,0.04701950828318457,0.17430341552118883,0.12728390723800426,0.10993889473927902,0.07373966303164164,0.05370486098526206
L61817000262,ambiguous_team_member,Yolanda,tier2,14,17,team_member,False,0,0,6,webinar,high,"Based in a mid-size metro, Yolanda has 14 years of experience. Closed 17 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule.",0.03856479390803816,0.15879155827267522,0.12022676436463706,0.0983619469432979,0.11412496903143504,0.06429896350706385
L61817000263,do_not_disturb_media_team,Yolanda,tier3,14,34,team_lead,True,20540,26,19,webinar,high,"Based in a smaller market, Yolanda has 14 years of experience. Posts on Instagram regularly. Attended one of our marketing webinars.",0.08350978038823048,0.04698216933811786,-0.036527611050112624,0.1277221299919758,0.07549605720877321,0.16421779260535094
L61817000264,persuadable_growth,Sofia,tier1,13,16,team_member,False,0,0,17,cold_list,high,"Sofia has been licensed for 13 years, working in a major metro. Closed 16 deals in the last 12 months. Has been thinking about trying short-form video content. Sourced from a purchased contact list.",0.04213871138950371,0.23040471603995535,0.18826600465045165,0.06886054640758489,0.07324205901564526,0.06015342794680248
L61817000265,lost_cause_parttime,Linda,tier2,20,0,solo,False,0,0,0,cold_list,low,"Based in a mid-size metro, Linda has 20 years of experience. Closed 0 deals in the last 12 months.",0.01857075720976533,0.06867678837779317,0.050106031168027844,0.07322282811260906,0.09982484327217009,0.067978288461281
L61817000266,lost_cause_parttime,Daniel,tier3,19,1,solo,False,0,0,1,webinar,low,"Daniel has been licensed for 19 years, working in a smaller market. Closed 1 deals in the last 12 months. Attended one of our marketing webinars.",0.02332260534048286,0.005,-0.01832260534048286,0.1349982055958904,0.0782798218701552,0.0922490996848516
L61817000267,do_not_disturb_media_team,Fatima,tier2,17,39,team_lead,True,11919,27,10,cold_list,high,"Fatima has been licensed for 17 years, working in a mid-size metro. Has some in-house support for producing video content.",0.1354160851938252,0.1103308726720756,-0.025085212521749597,0.09260908193280062,0.08911220144832677,0.13583685658329417
L61817000268,ambiguous_team_member,Grace,tier3,2,13,team_member,False,0,0,8,cold_list,mid,"Based in a smaller market, Grace has 2 years of experience. Closed 13 deals in the last 12 months.",0.03512372032586618,0.12006896674694874,0.08494524642108256,0.0781854317679595,0.10185759876726362,0.05645680665718275
L61817000269,ambiguous_team_member,James,tier2,19,12,team_member,False,0,0,2,webinar,mid,Realtor based in a mid-size metro.,0.04904717424917882,0.08366295502265764,0.034615780773478814,0.07392039652800647,0.09359359095008077,0.0804516082241174
L61817000270,persuadable_growth,Kevin,tier3,25,17,solo,False,0,0,17,webinar,high,Kevin is a realtor in a smaller market.,0.02391927330007682,0.15442685489532776,0.13050758159525094,0.06345054660370505,0.124751493497964,0.05732426551512567
L61817000271,persuadable_growth,Wei,tier1,4,10,team_member,False,0,0,8,cold_list,mid,"Wei has been licensed for 4 years, working in a major metro. Added from an outreach list.",0.02396261587144742,0.06087992264551448,0.03691730677406706,0.11010242806395182,0.05417564155997287,0.05672390565238325
L61817000272,persuadable_growth,Julia,tier3,17,17,solo,False,0,0,9,cold_list,high,Julia is a licensed agent in a smaller market with 17 years in the business. Closed 17 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Posts on Instagram regularly. Sourced from a purchased contact list.,0.033040399205256824,0.19147885542945547,0.15843845622419866,0.09604023666626141,0.10895274991452394,0.060449813859719814
L61817000273,persuadable_growth,Marcus,tier3,12,17,team_member,False,0,0,9,webinar,high,Marcus is a licensed agent with 12 years in the business.,0.04630074115199123,0.24229606142183674,0.1959953202698455,0.09299194291235724,0.11557209006389417,0.0820881907314435
L61817000274,ambiguous_team_member,Aisha,tier3,9,6,team_member,False,0,0,7,cold_list,mid,Aisha is a licensed agent in a smaller market with 9 years in the business. Sourced from a purchased contact list.,0.04936801893883413,0.17904847328818765,0.12968045434935352,0.08093655326775398,0.07771417543642997,0.027748685489243752
L61817000275,persuadable_growth,Nina,tier2,19,19,team_member,False,0,0,7,webinar,high,Nina is a licensed agent with 19 years in the business.,0.028693500087784964,0.1371444744591895,0.10845097437140455,0.07960470894219472,0.09407794877296421,0.08049911829527436
L61817000276,lost_cause_parttime,Kevin,tier2,19,2,solo,False,0,0,2,webinar,low,Kevin is a realtor in a mid-size metro.,0.024095173509681846,0.05137059584105977,0.027275422331377922,0.11802117711864,0.07273277751516691,0.0860348003684506
L61817000277,hidden_gem_sparse_bio,Priya,tier3,16,8,solo,False,0,0,11,webinar,mid,Realtor based in a smaller market.,0.02637379102037611,0.13979818542673855,0.11342439440636244,0.13135123079600383,0.06348969317746789,0.0749056983265202
L61817000278,do_not_disturb_media_team,Yolanda,tier3,19,16,team_lead,True,8968,22,10,cold_list,high,"Based in a smaller market, Yolanda has 19 years of experience. Closed 16 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Keeps up an active social media presence.",0.09877967735265658,0.04456397326293957,-0.05421570408971701,0.08375788929425966,0.07860655172317628,0.13953301438093882
L61817000279,ambiguous_team_member,Michael,tier2,22,17,team_member,False,0,0,6,webinar,high,Michael is a realtor in a mid-size metro.,0.058835814175528016,0.14650836368809858,0.08767254951257056,0.10254586984289711,0.1097998192380138,0.05581689637324988
L61817000280,ambiguous_team_member,Michael,tier2,9,16,team_member,False,0,0,4,cold_list,high,Realtor based in a mid-size metro.,0.04472013497755301,0.14999655803467768,0.10527642305712467,0.1245747665368011,0.07924067970521131,0.07828108432180872
L61817000281,lost_cause_parttime,Michael,tier3,14,0,solo,False,0,0,0,webinar,low,"Michael has been licensed for 14 years, working in a smaller market. Closed 0 deals in the last 12 months.",0.024913374548138745,0.005,-0.019913374548138744,0.06364316583947502,0.09433426042918786,0.07270275275868415
L61817000282,persuadable_growth,Chen,tier3,17,8,solo,False,0,0,14,cold_list,mid,"Based in a smaller market, Chen has 17 years of experience. Closed 8 deals in the last 12 months. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.029015894908493104,0.21524095032716006,0.18622505541866696,0.10511654018575053,0.09850368701527536,0.08718220980234033
L61817000283,sure_thing_inbound,Wei,tier1,15,18,team_member,False,0,0,4,inbound_form,high,Wei is a licensed agent with 15 years in the business.,0.26656863970706063,0.2033365983636575,-0.06323204134340313,0.11332387513052807,0.11424777565759262,0.08645418501956731
L61817000284,persuadable_growth,Daniel,tier3,9,17,team_member,False,0,0,7,webinar,high,"Daniel has been licensed for 9 years, working in a smaller market. Has been thinking about trying short-form video content. Attended one of our marketing webinars.",0.03373078671638135,0.2287062309500647,0.19497544423368335,0.11238220698852765,0.1450504486572063,0.05914544450281873
L61817000285,do_not_disturb_media_team,Tom,tier1,22,17,team_lead,True,16541,29,15,webinar,high,Tom is a licensed agent in a major metro with 22 years in the business. Closed 17 deals in the last 12 months. Has some in-house support for producing video content. Signed up after a webinar.,0.11468038698254998,0.005,-0.10968038698254998,0.06273968934773783,0.03567283073719316,0.1417545357186191
L61817000286,lost_cause_parttime,Andre,tier1,18,0,solo,False,0,0,2,cold_list,low,Andre is a licensed agent with 18 years in the business.,0.016598204731965143,0.005,-0.011598204731965142,0.08217875352772452,0.08751003136839187,0.05020125320647063
L61817000287,do_not_disturb_media_team,Aisha,tier3,15,24,team_lead,True,18189,27,25,cold_list,high,Aisha is a licensed agent in a smaller market with 15 years in the business. Works with an in-house videographer on a regular posting schedule. Posts on Instagram regularly.,0.10740910264865645,0.014878434600715681,-0.09253066804794077,0.07329159866824425,0.09216075872027518,0.17262807612698375
