lead_id,true_segment,agent_first_name,metro_tier,years_licensed,deals_last_12m,team_role,has_youtube,yt_subscribers,videos_last_90d,ig_posts_per_month,lead_source,deals_bucket,bio,true_p0,true_p1,true_call_uplift,true_reply_p_tmpl0,true_reply_p_tmpl1,true_reply_p_tmpl2,rule_fit,llm_fit,llm_fallback,llm_status,llm_reason,W,template,pi_W,pi_A,booked_call,positive_reply
L60917003739,ambiguous_team_member,Carlos,tier2,14,3,team_member,False,0,0,2,webinar,low,"Based in a mid-size metro, Carlos has 14 years of experience. Closed 3 deals in the last 12 months. Recently asked about getting started with video for listings. Signed up after a webinar.",0.055854160211209314,0.13258144811157285,0.07672728790036354,0.11554894411058873,0.021378844311115863,0.09141225698997954,3.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917004761,sure_thing_inbound,Chen,tier2,2,16,team_member,False,0,0,14,inbound_form,high,Chen is a licensed agent in a mid-size metro with 2 years in the business. Closed 16 deals in the last 12 months. Has been thinking about trying short-form video content. Keeps up an active social media presence.,0.23147864059766993,0.3085052945173107,0.07702665391964075,0.11974713854639378,0.07057465170548438,0.09165391611580356,36.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917005352,sure_thing_inbound,James,tier1,17,3,solo,True,349,5,4,inbound_form,low,"James has been licensed for 17 years, working in a major metro. Closed 3 deals in the last 12 months.",0.23446657198463855,0.20438826918018466,-0.030078302804453894,0.1269129442803273,0.10389585361904216,0.08814555501692503,43.349000000000004,,,,,1,2,0.5,0.3333333333333333,0,0
L60917001241,lost_cause_parttime,Marcus,tier1,21,0,solo,False,0,0,1,webinar,low,Marcus is a licensed agent with 21 years in the business.,0.014797722834314932,0.005,-0.009797722834314931,0.13880118868815142,0.09073370927347628,0.0902590312364914,0.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917001921,ambiguous_team_member,Emily,tier1,3,8,team_member,False,0,0,11,webinar,mid,Realtor based in a major metro.,0.04522763484253722,0.15630118478579866,0.11107354994326143,0.09286137728483641,0.05817335540671806,0.08738231096205724,8.0,,,,,0,1,0.5,0.3333333333333333,0,1
L60917004112,lost_cause_parttime,Brian,tier3,24,0,solo,False,0,0,3,cold_list,low,"Based in a smaller market, Brian has 24 years of experience.",0.018266087129403266,0.005,-0.013266087129403265,0.08913045218334541,0.09367717061837653,0.09209752856078764,0.0,,,,,0,2,0.5,0.3333333333333333,0,0
L60917005776,ambiguous_team_member,Priya,tier1,8,11,team_member,False,0,0,6,cold_list,mid,"Priya has been licensed for 8 years, working in a major metro. Closed 11 deals in the last 12 months. Posts on Instagram regularly.",0.050518238001961875,0.05970840397808612,0.009190165976124244,0.11063395643603532,0.09112572239205433,0.07013366738957603,11.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917005713,persuadable_growth,Nina,tier3,4,5,solo,False,0,0,15,cold_list,mid,Nina is a licensed agent in a smaller market with 4 years in the business. Closed 5 deals in the last 12 months. Has been thinking about trying short-form video content. Posts on Instagram regularly.,0.022166907169234012,0.20721245518226863,0.18504554801303463,0.09042802056273676,0.08797509313106579,0.049556572963101175,5.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917004910,do_not_disturb_media_team,Linda,tier3,19,32,team_lead,True,13634,27,24,cold_list,high,"Linda has been licensed for 19 years, working in a smaller market. Keeps up an active social media presence.",0.14194315027885768,0.14679977306257627,0.004856622783718595,0.09597272963858249,0.08614164753476854,0.11431401033937272,63.634,,,,,0,2,0.5,0.3333333333333333,0,1
L60917003274,hidden_gem_sparse_bio,David,tier3,14,7,solo,False,0,0,9,webinar,mid,David is a licensed agent with 14 years in the business.,0.026513346323849045,0.16384222598118559,0.13732887965733653,0.0793423463516387,0.09674337909581796,0.08293942698952851,7.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917003427,lost_cause_parttime,Sofia,tier3,18,1,solo,False,0,0,0,cold_list,low,"Sofia has been licensed for 18 years, working in a smaller market. Closed 1 deals in the last 12 months.",0.029103076582034502,0.017616865325121835,-0.011486211256912668,0.1297867490456045,0.12192710154243072,0.10263032672985137,1.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917004219,persuadable_growth,Sofia,tier1,22,11,team_member,False,0,0,13,cold_list,mid,Sofia is a licensed agent in a major metro with 22 years in the business. Closed 11 deals in the last 12 months. Posts on Instagram regularly.,0.02730013075076761,0.10708396245484995,0.07978383170408235,0.08224609785843641,0.08637308055721282,0.09448067420152463,11.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917005037,lost_cause_parttime,Grace,tier2,7,2,solo,False,0,0,0,cold_list,low,Grace is a licensed agent with 7 years in the business.,0.016966541883236215,0.005,-0.011966541883236214,0.10142396641790047,0.07341624150396574,0.02705741126710555,2.0,,,,,1,0,0.5,0.3333333333333333,0,0
L60917005245,persuadable_growth,Tom,tier2,25,6,team_member,False,0,0,14,webinar,mid,"Tom has been licensed for 25 years, working in a mid-size metro. Recently asked about getting started with video for listings. Shares listings and updates on social media often. Signed up after a webinar.",0.03680461482337648,0.12527327009065992,0.08846865526728344,0.08236887441487617,0.09908988964537395,0.10354655603897371,6.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917002207,hidden_gem_sparse_bio,Tom,tier3,1,10,team_member,False,0,0,10,cold_list,mid,"Tom has been licensed for 1 years, working in a smaller market. Closed 10 deals in the last 12 months. Sourced from a purchased contact list.",0.03358864838909084,0.22711419008396017,0.19352554169486932,0.1199258520932689,0.1177010431074704,0.09128226283650015,10.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917000317,sure_thing_inbound,Maria,tier2,2,3,team_member,False,0,0,10,inbound_form,low,Maria is a licensed agent with 2 years in the business.,0.26483233034323067,0.23604243705990757,-0.028789893283323098,0.11725805496236838,0.07609963771198833,0.05617257635349436,23.0,,,,,1,0,0.5,0.3333333333333333,1,0
L60917004741,ambiguous_team_member,David,tier2,7,14,team_member,False,0,0,11,cold_list,mid,David is a licensed agent in a mid-size metro with 7 years in the business. Closed 14 deals in the last 12 months. Has some in-house support for producing video content. Keeps up an active social media presence.,0.04522902579809227,0.1691605081577634,0.12393148235967114,0.08076684152860376,0.11000207346339262,0.08745897974268063,14.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917000351,lost_cause_parttime,Michael,tier2,3,0,solo,False,0,0,3,cold_list,low,Michael is a licensed agent in a mid-size metro with 3 years in the business. Closed 0 deals in the last 12 months. Sourced from a purchased contact list.,0.015483451660538156,0.11233360969184833,0.09685015803131017,0.10141704611107065,0.05476489386243765,0.07849169925005188,0.0,,,,,0,1,0.5,0.3333333333333333,0,1
L60917001025,hidden_gem_sparse_bio,Grace,tier1,16,16,team_member,False,0,0,10,webinar,high,"Grace has been licensed for 16 years, working in a major metro. Closed 16 deals in the last 12 months. Shares listings and updates on social media often.",0.03021971526367972,0.1704734632804873,0.14025374801680757,0.11215923096996534,0.12080925765826768,0.05597190125016355,16.0,,,,,0,0,0.5,0.3333333333333333,0,1
L60917004726,persuadable_growth,David,tier2,24,16,team_member,False,0,0,8,cold_list,high,David is a realtor in a mid-size metro.,0.029425040392947414,0.15953430517902986,0.13010926478608245,0.10929517164905107,0.07701755807321387,0.08967498265208994,16.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917003799,lost_cause_parttime,Kevin,tier3,13,3,solo,False,0,0,0,cold_list,low,"Based in a smaller market, Kevin has 13 years of experience.",0.0246148984846325,0.10274949857196412,0.07813460008733163,0.10270665507069592,0.0873286599212806,0.03622778547558638,3.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917001064,ambiguous_team_member,Marcus,tier2,7,17,team_member,False,0,0,9,webinar,high,"Based in a mid-size metro, Marcus has 7 years of experience. Closed 17 deals in the last 12 months.",0.04938174962898207,0.09804955267903118,0.048667803050049106,0.061177047426257264,0.11437648351026516,0.09440869024238738,17.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917000180,lost_cause_parttime,Nina,tier1,18,3,solo,False,0,0,3,cold_list,low,"Based in a major metro, Nina has 18 years of experience. Closed 3 deals in the last 12 months. Added from an outreach list. Mentioned wanting to take things to the next level this year.",0.016872518099469373,0.027129716260855266,0.010257198161385893,0.1003479906707364,0.04981507502953692,0.05858284453086318,3.0,,,,,1,0,0.5,0.3333333333333333,0,1
L60917005281,hidden_gem_sparse_bio,Emily,tier3,5,14,team_member,False,0,0,15,webinar,mid,Emily is a realtor in a smaller market.,0.029248273083621913,0.1319700454203461,0.10272177233672419,0.10316224156357287,0.12286046316989656,0.04964033702741115,14.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917005825,persuadable_growth,David,tier2,25,8,team_member,False,0,0,17,webinar,mid,"David has been licensed for 25 years, working in a mid-size metro. Closed 8 deals in the last 12 months. Keeps up an active social media presence. Signed up after a webinar.",0.03197826024835584,0.09351290101881413,0.06153464077045829,0.10801353375625088,0.08583635252622261,0.08148603633199031,8.0,,,,,0,2,0.5,0.3333333333333333,0,0
L60917004228,lost_cause_parttime,Wei,tier2,18,2,solo,False,0,0,3,webinar,low,Wei is a realtor in a mid-size metro.,0.020176565393176204,0.033955842076782136,0.013779276683605932,0.14371599054163142,0.06072569248401784,0.07708258739413291,2.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917001877,ambiguous_team_member,Robert,tier3,5,17,team_member,False,0,0,11,webinar,high,Robert is a licensed agent with 5 years in the business.,0.04748056111888615,0.1223780096352633,0.07489744851637714,0.13865693610593524,0.09953180075391875,0.07325076238855278,17.0,,,,,1,0,0.5,0.3333333333333333,0,0
L60917001575,ambiguous_team_member,Carlos,tier1,10,5,team_member,False,0,0,7,webinar,mid,Realtor based in a major metro.,0.045728290594872656,0.04587750195996208,0.00014921136508942723,0.10513173722666798,0.11014260158359512,0.07137180052001763,5.0,,,,,0,2,0.5,0.3333333333333333,0,0
L60917003353,lost_cause_parttime,Julia,tier1,3,1,solo,False,0,0,1,cold_list,low,Julia is a realtor in a major metro.,0.024210862798051236,0.013740147408587153,-0.010470715389464083,0.1262895374626869,0.08250905207323467,0.06481789204849364,1.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917004280,ambiguous_team_member,Marcus,tier3,19,16,team_member,False,0,0,3,webinar,high,Marcus is a licensed agent with 19 years in the business.,0.0463056222619376,0.13394418819586978,0.08763856593393218,0.08855936272288153,0.11460672843752359,0.07954036184383007,16.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917001030,ambiguous_team_member,Carlos,tier2,6,9,team_member,False,0,0,10,webinar,mid,Carlos is a licensed agent in a mid-size metro with 6 years in the business. Has been thinking about trying short-form video content. Keeps up an active social media presence.,0.04752634060577823,0.10134791520571977,0.05382157459994154,0.11316309829799746,0.10473599541213005,0.06377850864351058,9.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917003765,persuadable_growth,Carlos,tier1,8,8,solo,False,0,0,7,cold_list,mid,"Based in a major metro, Carlos has 8 years of experience. Added from an outreach list.",0.02552738590571759,0.09256337820424634,0.06703599229852875,0.06429615991088516,0.07857774210215694,0.07029901628769779,8.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917004820,ambiguous_team_member,David,tier3,13,14,team_member,False,0,0,7,cold_list,mid,David is a licensed agent in a smaller market with 13 years in the business. Closed 14 deals in the last 12 months. Added from an outreach list.,0.05673682161681586,0.1708111482020688,0.11407432658525293,0.11194482853797498,0.11601726314987185,0.0844623574025262,14.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917005225,persuadable_growth,Daniel,tier3,24,19,team_member,False,0,0,14,webinar,high,"Based in a smaller market, Daniel has 24 years of experience. Closed 19 deals in the last 12 months. Shares listings and updates on social media often. Attended one of our marketing webinars.",0.028816540840149858,0.13853327378953306,0.10971673294938321,0.11585937880063935,0.13941374883461768,0.07861329122902533,19.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917002332,persuadable_growth,Aisha,tier1,10,19,team_member,False,0,0,9,cold_list,high,Realtor based in a major metro.,0.025625333705124882,0.2058738549817844,0.18024852127665952,0.05740984123927686,0.08076807919513554,0.06985829242092968,19.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917004915,persuadable_growth,Julia,tier3,12,8,team_member,False,0,0,7,cold_list,mid,"Based in a smaller market, Julia has 12 years of experience. Closed 8 deals in the last 12 months. Shares listings and updates on social media often.",0.043406847733872087,0.18545560944363926,0.14204876170976716,0.11136985702448873,0.06164396577454237,0.09414706500584591,8.0,,,,,1,0,0.5,0.3333333333333333,0,0
L60917002983,ambiguous_team_member,Marcus,tier2,22,15,team_member,False,0,0,2,cold_list,high,Marcus is a licensed agent in a mid-size metro with 22 years in the business. Closed 15 deals in the last 12 months. Sourced from a purchased contact list.,0.04385634232498925,0.08109119155812465,0.0372348492331354,0.11685636748000539,0.09071227336789059,0.10097424308046478,15.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917003668,lost_cause_parttime,Fatima,tier2,20,2,solo,False,0,0,1,webinar,low,Fatima is a licensed agent in a mid-size metro with 20 years in the business. The team already runs a YouTube channel with a dedicated media hire.,0.019673802748408045,0.11492156325461758,0.09524776050620953,0.11334824204261817,0.07748714277740294,0.0842645650594625,2.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917003549,persuadable_growth,Tom,tier3,10,19,solo,False,0,0,8,cold_list,high,"Tom has been licensed for 10 years, working in a smaller market.",0.027899966178584024,0.09869798527542216,0.07079801909683814,0.0998752888394245,0.10569283101976329,0.0948183089253453,19.0,,,,,1,0,0.5,0.3333333333333333,0,1
L60917002904,ambiguous_team_member,Marcus,tier1,15,15,team_member,False,0,0,10,webinar,high,Marcus is a licensed agent in a major metro with 15 years in the business. Closed 15 deals in the last 12 months.,0.04724194951130596,0.10944228034833148,0.062200330837025516,0.10294523922557897,0.11096132393597148,0.07735424404809509,15.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917002480,persuadable_growth,Fatima,tier1,17,13,team_member,False,0,0,8,cold_list,mid,Fatima is a licensed agent in a major metro with 17 years in the business.,0.026752526869012503,0.1545850317253106,0.1278325048562981,0.09931440665312653,0.08815330218189961,0.06545543638502525,13.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917000418,persuadable_growth,Tom,tier2,22,7,team_member,False,0,0,19,cold_list,mid,Realtor based in a mid-size metro.,0.030147410089847403,0.1205321772488022,0.0903847671589548,0.11492651048927964,0.07398265130044251,0.07472169621466399,7.0,,,,,0,2,0.5,0.3333333333333333,0,0
L60917002455,sure_thing_inbound,Fatima,tier3,17,14,solo,False,0,0,8,inbound_form,mid,Fatima is a licensed agent in a smaller market with 17 years in the business. Closed 14 deals in the last 12 months.,0.35271123073809274,0.39709652344064134,0.044385292702548595,0.10988921296349609,0.07147027944657323,0.08930077835930932,34.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917003105,persuadable_growth,Marcus,tier1,14,16,solo,False,0,0,19,cold_list,high,"Marcus has been licensed for 14 years, working in a major metro. Closed 16 deals in the last 12 months. Shares listings and updates on social media often.",0.026096297329403224,0.15736541438559265,0.13126911705618943,0.06827305691140004,0.10329909541659861,0.06012077775941086,16.0,,,,,1,0,0.5,0.3333333333333333,1,0
L60917003708,hidden_gem_sparse_bio,Tom,tier3,6,8,team_member,False,0,0,7,webinar,mid,Realtor based in a smaller market.,0.02943952937867048,0.04755343175006818,0.018113902371397702,0.11665985532714516,0.09536825017803444,0.09066343157396481,8.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917000610,ambiguous_team_member,James,tier1,11,17,team_member,False,0,0,11,cold_list,high,"James has been licensed for 11 years, working in a major metro. Closed 17 deals in the last 12 months. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.04816577542370618,0.055587248845117836,0.0074214734214116534,0.08969681723815782,0.11054990289271403,0.063583255056674,17.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917005574,sure_thing_inbound,Wei,tier2,3,6,solo,False,0,0,7,inbound_form,mid,"Based in a mid-size metro, Wei has 3 years of experience. Has been thinking about trying short-form video content. Reached out directly through our website.",0.27801562129458485,0.29057376012159014,0.012558138827005294,0.17857350101197145,0.07925925692205732,0.05676053992604421,26.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917005021,persuadable_growth,Daniel,tier1,21,7,team_member,False,0,0,8,cold_list,mid,"Based in a major metro, Daniel has 21 years of experience. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.038336518564150275,0.15129676957980812,0.11296025101565785,0.11521921101853919,0.0793343280107403,0.07037802649397806,7.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917004654,sure_thing_inbound,Priya,tier1,8,12,team_member,True,271,7,6,inbound_form,mid,Priya is a licensed agent with 8 years in the business.,0.3081539640114506,0.2496155194407344,-0.05853844457071622,0.15546067365923183,0.10066791058710203,0.06527441423276076,52.271,,,,,1,1,0.5,0.3333333333333333,0,1
L60917005241,lost_cause_parttime,Daniel,tier2,24,3,solo,False,0,0,3,webinar,low,"Daniel has been licensed for 24 years, working in a mid-size metro.",0.020024869967865084,0.022537423221437862,0.002512553253572778,0.11531012272387528,0.07891375783137808,0.049219609985607676,3.0,,,,,1,0,0.5,0.3333333333333333,0,0
L60917001091,persuadable_growth,Aisha,tier1,10,13,team_member,False,0,0,17,cold_list,mid,"Aisha has been licensed for 10 years, working in a major metro. Closed 13 deals in the last 12 months.",0.024879010664183392,0.1097081859283854,0.084829175264202,0.12964305481619817,0.11978585602147,0.042978318812547635,13.0,,,,,0,2,0.5,0.3333333333333333,0,0
L60917000599,sure_thing_inbound,Carlos,tier2,13,16,solo,False,0,0,7,inbound_form,high,"Based in a mid-size metro, Carlos has 13 years of experience. Closed 16 deals in the last 12 months.",0.30881867806891267,0.45057448267930233,0.14175580461038967,0.13265445412283633,0.12398980390720024,0.08185084768452336,36.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917004876,persuadable_growth,Fatima,tier3,18,13,solo,False,0,0,19,webinar,mid,"Based in a smaller market, Fatima has 18 years of experience. Closed 13 deals in the last 12 months.",0.038987496359801255,0.26309746285957825,0.224109966499777,0.11272821585700261,0.06529487274800809,0.06804132218826399,13.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917000249,do_not_disturb_media_team,Emily,tier3,23,35,team_lead,True,16253,26,23,cold_list,high,"Based in a smaller market, Emily has 23 years of experience. Closed 35 deals in the last 12 months. Posts on Instagram regularly.",0.11159988992999376,0.13053507639893785,0.0189351864689441,0.15304204675555722,0.09296497102675429,0.1222544927612799,66.253,,,,,1,2,0.5,0.3333333333333333,0,0
L60917001797,do_not_disturb_media_team,Marcus,tier1,25,34,team_lead,True,9541,22,19,webinar,high,"Based in a major metro, Marcus has 25 years of experience. Posts on Instagram regularly. Signed up after a webinar.",0.14562235766107176,0.10773573693702486,-0.0378866207240469,0.07574402727686333,0.09350943082798434,0.10224221076126991,59.541,,,,,0,0,0.5,0.3333333333333333,1,0
L60917001843,lost_cause_parttime,James,tier3,23,0,solo,False,0,0,3,cold_list,low,James is a licensed agent in a smaller market with 23 years in the business. Closed 0 deals in the last 12 months. Added from an outreach list.,0.021059405363622063,0.06566836895567696,0.04460896359205489,0.10892194654704365,0.11719247784849043,0.09274986344428743,0.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917005879,sure_thing_inbound,David,tier1,12,13,team_member,True,165,2,5,inbound_form,mid,David is a licensed agent in a major metro with 12 years in the business. Closed 13 deals in the last 12 months. Recently asked about getting started with video for listings. Filled out our contact form.,0.3922873037225032,0.40132982464420813,0.009042520921704933,0.12270735247978742,0.040915561415360444,0.09400535201270828,53.165,,,,,0,0,0.5,0.3333333333333333,1,1
L60917005128,do_not_disturb_media_team,Michael,tier2,8,33,team_lead,True,16055,13,14,cold_list,high,"Based in a mid-size metro, Michael has 8 years of experience. Closed 33 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule. Keeps up an active social media presence.",0.09707035014523523,0.005,-0.09207035014523522,0.09532401370772708,0.11121839792614055,0.14906186121800305,66.055,,,,,0,1,0.5,0.3333333333333333,0,0
L60917000672,persuadable_growth,Maria,tier1,7,18,solo,False,0,0,10,cold_list,high,"Maria has been licensed for 7 years, working in a major metro. Closed 18 deals in the last 12 months. Recently asked about getting started with video for listings. Shares listings and updates on social media often. Added from an outreach list.",0.025244284662269165,0.23519250094816666,0.2099482162858975,0.06960305364251915,0.13517763868574434,0.1015069430621297,18.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917005079,lost_cause_parttime,Andre,tier2,15,1,solo,False,0,0,3,cold_list,low,Andre is a licensed agent in a mid-size metro with 15 years in the business.,0.02018654287675723,0.1034206786014217,0.08323413572466448,0.11654477779604233,0.08422383574184837,0.06657723449220167,1.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917005866,hidden_gem_sparse_bio,Wei,tier3,5,7,solo,False,0,0,13,webinar,mid,Wei is a licensed agent in a smaller market with 5 years in the business. Signed up after a webinar.,0.025499572544225347,0.10181843765712739,0.07631886511290205,0.10172271550653447,0.09722941350576002,0.09548866572918525,7.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917005102,hidden_gem_sparse_bio,Daniel,tier1,20,7,team_member,False,0,0,15,cold_list,mid,"Daniel has been licensed for 20 years, working in a major metro. Closed 7 deals in the last 12 months. Shares listings and updates on social media often. Added from an outreach list.",0.023469669246766994,0.177102281234894,0.153632611988127,0.11406883901486745,0.09903037513189937,0.09353393382589532,7.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917005068,hidden_gem_sparse_bio,Michael,tier3,5,15,solo,False,0,0,9,cold_list,high,"Based in a smaller market, Michael has 5 years of experience.",0.022423814320480663,0.13939984647910963,0.11697603215862898,0.07595987527948264,0.09829999933743955,0.05745749810191266,15.0,,,,,0,2,0.5,0.3333333333333333,0,0
L60917003347,sure_thing_inbound,Brian,tier3,13,14,team_member,False,0,0,7,inbound_form,mid,"Brian has been licensed for 13 years, working in a smaller market.",0.3871905779207014,0.3064236770884303,-0.08076690083227106,0.16898336080252813,0.10374616038020477,0.0771235847862401,34.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917000914,lost_cause_parttime,Sofia,tier2,12,3,solo,False,0,0,2,cold_list,low,"Based in a mid-size metro, Sofia has 12 years of experience.",0.01759411180137305,0.09907297493854439,0.08147886313717134,0.07464698156624913,0.05717512781412645,0.05720039188543731,3.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917001358,hidden_gem_sparse_bio,Linda,tier1,16,6,team_member,False,0,0,12,cold_list,mid,"Based in a major metro, Linda has 16 years of experience. Closed 6 deals in the last 12 months. Posts on Instagram regularly.",0.025136183950211964,0.11455652775725242,0.08942034380704045,0.128142241745763,0.05165538120676617,0.06428504667103804,6.0,,,,,1,0,0.5,0.3333333333333333,0,0
L60917005647,ambiguous_team_member,Michael,tier3,15,11,team_member,False,0,0,5,cold_list,mid,Michael is a licensed agent with 15 years in the business.,0.044886075003395726,0.08547358003492928,0.04058750503153355,0.1067308186202882,0.08576677789940888,0.049592979075462694,11.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917000072,ambiguous_team_member,Grace,tier1,12,10,team_member,False,0,0,11,webinar,mid,"Based in a major metro, Grace has 12 years of experience. Closed 10 deals in the last 12 months. Shares listings and updates on social media often.",0.044344122601829884,0.08385074816974566,0.03950662556791578,0.1112440150798183,0.08201053884622093,0.05334650175287665,10.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917004645,ambiguous_team_member,Grace,tier1,12,10,team_member,False,0,0,10,cold_list,mid,Realtor based in a major metro.,0.05043149729721741,0.06179972548758823,0.011368228190370817,0.10855300979797462,0.0893725912222656,0.075598370865445,10.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917005139,hidden_gem_sparse_bio,Wei,tier2,16,18,team_member,False,0,0,17,cold_list,high,Wei is a licensed agent with 16 years in the business.,0.022608997765496585,0.10946811994037013,0.08685912217487354,0.1158345386044221,0.11070583723830836,0.050327395721937285,18.0,,,,,0,0,0.5,0.3333333333333333,0,0
L60917002734,hidden_gem_sparse_bio,Grace,tier3,15,19,team_member,False,0,0,9,cold_list,high,Grace is a licensed agent in a smaller market with 15 years in the business. Closed 19 deals in the last 12 months. Recently asked about getting started with video for listings. Sourced from a purchased contact list.,0.03897979794530571,0.16142668202259566,0.12244688407728996,0.10068245850252656,0.12869076088574155,0.08299314947331914,19.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917000385,ambiguous_team_member,David,tier3,23,6,team_member,False,0,0,7,cold_list,mid,"Based in a smaller market, David has 23 years of experience. Closed 6 deals in the last 12 months.",0.05526926708763059,0.13416356657019482,0.07889429948256424,0.11109575394312947,0.0886304666087988,0.07176409715785485,6.0,,,,,1,2,0.5,0.3333333333333333,0,0
L60917005310,hidden_gem_sparse_bio,Tom,tier2,17,7,team_member,False,0,0,9,cold_list,mid,Tom is a realtor in a mid-size metro.,0.030000430566384233,0.18867643538567247,0.15867600481928823,0.10969396363021286,0.08484862395099238,0.060735809917234054,7.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917004925,sure_thing_inbound,David,tier2,15,11,solo,False,0,0,12,inbound_form,mid,"Based in a mid-size metro, David has 15 years of experience. Closed 11 deals in the last 12 months. Mentioned wanting help building out a YouTube presence.",0.17978277844873403,0.10573852248156052,-0.07404425596717351,0.08878059610670154,0.08152633753441316,0.11556278370521433,31.0,,,,,0,0,0.5,0.3333333333333333,1,0
L60917002520,lost_cause_parttime,Fatima,tier1,4,0,solo,False,0,0,2,cold_list,low,Fatima is a realtor in a major metro.,0.025263650189825262,0.04345218100564753,0.01818853081582227,0.07631060308037271,0.08536197496226336,0.07135094652970725,0.0,,,,,0,0,0.5,0.3333333333333333,0,1
L60917002044,hidden_gem_sparse_bio,Aisha,tier2,19,14,team_member,False,0,0,15,cold_list,mid,Aisha is a licensed agent with 19 years in the business.,0.03892791772869696,0.24098614228930554,0.20205822456060857,0.0814820305912313,0.1321891290808337,0.05098953861892529,14.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917001702,ambiguous_team_member,Carlos,tier3,1,4,team_member,False,0,0,3,cold_list,low,"Carlos has been licensed for 1 years, working in a smaller market. Closed 4 deals in the last 12 months.",0.05904081124501929,0.10580966128131308,0.046768850036293795,0.09861215266197282,0.10150365288541269,0.06635760275945024,4.0,,,,,0,1,0.5,0.3333333333333333,0,0
L60917002140,hidden_gem_sparse_bio,Michael,tier2,2,15,solo,False,0,0,14,webinar,high,"Based in a mid-size metro, Michael has 2 years of experience. Closed 15 deals in the last 12 months. Shares listings and updates on social media often. Signed up after a webinar.",0.0470929056302226,0.16012063724866454,0.11302773161844194,0.1189944155475142,0.13407106823632406,0.06073021590434907,15.0,,,,,0,2,0.5,0.3333333333333333,0,0
L60917000979,persuadable_growth,Fatima,tier2,12,18,solo,False,0,0,7,webinar,high,"Fatima has been licensed for 12 years, working in a mid-size metro. Closed 18 deals in the last 12 months. Recently asked about getting started with video for listings. Keeps up an active social media presence. Attended one of our marketing webinars.",0.03380099273917826,0.1257030627346084,0.09190206999543014,0.10910470382706691,0.08898242576213372,0.05350480438370918,18.0,,,,,1,1,0.5,0.3333333333333333,0,0
L60917000044,do_not_disturb_media_team,Carlos,tier3,16,18,team_lead,True,29116,27,13,cold_list,high,"Based in a smaller market, Carlos has 16 years of experience. Closed 18 deals in the last 12 months. Shares listings and updates on social media often.",0.07609252140027029,0.005,-0.07109252140027028,0.12859628880013071,0.07744311799940545,0.16076574017093836,67.116,,,,,0,1,0.5,0.3333333333333333,0,0
